Name,Site Characteristics,Plant Traits,Special Considerations,Growing Information
Hyacinth - Armenian Grape,Sunlight: full sun Soil conditions: requires well-drained soil Hardiness zones: 4 to 8 Special locations: outdoor containers rock gardens indoors as a houseplant,Lifecycle: perennial Ease-of-care: easy Height: 0.5 to 0.75 feet Spread: 0.1 to 0.25 feet Bloom time: mid-spring late spring Flower color: blue indigo Foliage color: medium green Foliage texture: medium Shape: upright grass-like Shape in flower: flower stalks with upright spikes Tubular blooms borne densely along erect stems.,Special characteristics: non-aggressive - Spreads rapdly to form clumps  but is manageable. non-invasive not native to North America - Native to the Mediterranean fragrant - Blooms have an attractive grape-like aroma. Special uses: naturalistic garden,"How to plant: Propagate by division or separation - Plant the bulbs in fall so that their tops are 2"" below the soil surface. Divide the bulbs in the late summer or fall. Maintenance and care: Divide clumps every 2 to 3 years in late summer or fall. More growing information: How to Grow Bulbs"
Hyacinth Bean,Sunlight: full sun Soil conditions: requires well-drained soil,Lifecycle: annual Ease-of-care: moderately difficult Height: 10 to 20 feet If grown on a trellis. Spread: 10 to 20 feet If allowed to spread over the ground. Bloom time: mid-summer late summer early fall Flower color: violet white Sweet-pea-like. Foliage color: dark green other Leaves have dark green upper surfaces and purple undersides. Foliage texture: coarse Shape in flower: same as above,Special characteristics: non-aggressive non-invasive not native to North America - Tropical Africa fragrant bears ornamental fruit - The flowers are followed by showy  pendulous purple seed pods. Special uses: edible landscaping - All of the plant parts are edible. direct-seeding,How to plant: Propagate by seed - Start seeds indoors 4 to 6 weeks before last spring frost. Soak the seeds in water for 24 hours before sowing. Maintenance and care: Train on trellis or other support. Avoid high nitrogen fertilizers  as these will inhibit flowering.Plants grow well on some sites but not others. If at first you don't succeed  keep trying. It's a show-stopper when it thrives. More growing information: How to Grow Annuals
Hyssop,Sunlight: full sun Tolerates partial shade. Soil conditions: tolerates droughty soil requires well-drained soil Grows in poor but well-drained soil. Will tolerate drought. Prefers alkaline soil but tolerates pH range from 5.0 to 7.5. Hardiness zones: 3 to 10 May be managed as a semi-evergreen shrub in Zone 6 and warmer. Special locations: outdoor containers - Effective in window boxes or other containers since it can be kept trimmed to keep it in proportion. rock gardens - Useful as low edging material.,Lifecycle: perennial Ease-of-care: easy Height: 1 to 2 feet Plants will grow to 2 feet if left alone but are easily trimmed to any height. Spread: 1 to 3 feet Bloom time: mid-summer late summer Late June through August. Flower color: blue violet white pink Flowers are purplish-blue. Pink and white varieties are available. Foliage color: dark green Foliage texture: fine Shape: upright Plants are bushy. Easily pruned into preferred shape. Shape in flower: same as above Flowers borne on long  narrow  one-sided whorls in terminal spikes.,Special characteristics: non-aggressive - May self seed. non-invasive not native to North America - Native to south and eastern Europe. evergreen - Semi-evergreen. Leave foliage intact in fall and cut back to the ground in the spring. Attracts: beneficial insects butterflies Special uses: cut flowers,How to plant: Propagate by seed  cuttings  division or separation - Divide plants in spring or fall.Sow seeds in spring in a light  dry warm soil in full sun. Hyssop will self sow readily under favorable conditions. For stronger plants  sow in a cold frame in the spring  where they will germinate quickly. Transplant to individual pots and overwinter in greenhouse or cold frame. Plant out late the following spring after danger of frost or early in the summer.Cuttings of half-ripe wood in June to July will root quickly in a cold frame or greeenhouse. Plant out the following spring after danger of frost. Treat greenwood cuttings taken in April/May the same way. Maintenance and care: Plants do well in window boxes or containers and make attractive borders or edgings. Plants are semi-evergreen  so don't prune in fall but wait and cut plants back to the ground in spring. Trim them through the growing season to maintain manicured appearance. Plants may need replacing every few years. More growing information: How to Grow Perennials Pests: Nematodes
Impatiens,Sunlight: part shade full shade Soil conditions: requires well-drained soil tolerates damp soil Special locations: outdoor containers indoors as a houseplant - Grow indoors in bright light using rich  well drained soil that is kept moist but not soggy.,Lifecycle: annual Ease-of-care: easy Height: 0.5 to 2.5 feet Spread: 0.5 to 2 feet Bloom time: early summer mid-summer late summer early fall Keeps blooming until frost. Flower color: red orange violet white pink other Flowers come in many variations of red  orange  purple  white  and pink. Some varieties Impatiens bicolor flowers in pink  red  orange  purple  and white. Foliage color: medium green other Some have bronze tinted foliage. Stems break easily  so handling should be kept at a minimum. Foliage texture: medium Shape: cushion  mound or clump upright Some varieties have a wide  sprawling growth habit  while others tend to grow more upright and dense. Shape in flower: same as above,Special characteristics: non-aggressive non-invasive not native to North America - African rainforests,How to plant: Propagate by seed  cuttings - Sow seeds indoors 12 weeks before the last spring frost. Do not cover the seeds with soil  as they need light to germinate. Until the seeds germinate  cover the seed trays with clear plastic to maintain high humidity. Water from below to prevent damping off. If large stock plants are available  cuttings can be taken in the spring. They root easily in potting mix. Pre-started plants are readily available at retail outlets. Germination temperature: 70 F to 75 F Days to emergence: 14 to 21 Maintenance and care: Pinch back the plants to keep them bushy. Keep medium moist but not soggy. Avoid sunny locations as plants will require too much water. More growing information: How to Grow Annuals Pests: AphidsCucumber beetles (eat flowers)Tarnished plant bugParasitic nematodesSpider mites Diseases: OedemaPowdery mildewRhizoctonia web blightSeedling damp-offVerticillium wilt
Iris - Bearded (medium height),Sunlight: full sun part shade Soil conditions: requires well-drained soil Prefers well-drained  fertile soil. Hardiness zones: 3 to 9,Lifecycle: perennial Ease-of-care: easy Height: 1.5 to 2 feet Spread: 0.25 to 0.5 feet Bloom time: mid-spring late spring Flower color: red orange yellow green blue violet white pink Blooms may be single colors or multicolored  with various markings and mixtures of color. Foliage color: medium green Foliage texture: medium Shape: upright fan-shaped Shape in flower: flower stalks with upright spikes,Special characteristics: non-aggressive non-invasive not native to North America - Product of horticultural selection Special uses: cut flowers,How to plant: Propagate by division or separation - Divide in midsummer. Replant only rhizomes that appear strong and healthy  discard others. Cut the healthy rhizomes into pieces with one foliage fan each  cutting the foliage back to only 6” in height. Allow the cut rhizomes to cure overnight  then replant them in well-worked soil. Maintenance and care: Plant the rhizomes with their tops beneath the soil surface. Fertilize with low-nitrogen fertilizer when planting  and refertilize with low-nitrogen fertilizer in the spring. Mulch lightly in the spring. Divide when the clumps become overcrowded. May require staking. Keep moist but not soggy while blooming  then keep the soil very dry after flowering has finished and the foliage has faded. Remove faded foliage and blooms to prevent disease. More growing information: How to Grow Perennials Pests: Iris borerVerbena bud mothWhitefliesIris weevilThripsSlugs and snailsAphidsNematodes Diseases: NematodesBacterial leaf blightBacterial soft rotCrown rotRhizome rotLeaf spot
Indigo - Blue Wild,Sunlight: full sun part shade Prefers full sun. Usually requires staking when grown in shade. Soil conditions: tolerates droughty soil requires well-drained soil tolerates low fertility Prefers sandy  slightly acidic soil. Hardiness zones: 3 to 9 Special locations: rock gardens,Lifecycle: perennial Ease-of-care: easy Height: 3 to 6 feet Spread: 2 to 4 feet Bloom time: late spring early summer Flower color: blue indigo Often mottled or marked with cream. Foliage color: medium green dark green Foliage texture: medium Trifoliate leaflets resemble clover. Shape: cushion  mound or clump upright Shape in flower: flower stalks with upright spikes Blooms borne along erect spikes.,Special characteristics: deer resistant non-aggressive non-invasive native to North America - Eastern U.S. bears ornamental fruit - Shiny black seedpods often used in dried arrangments. Special uses: cut flowers - Cut when in full blooms  as buds usually do not open once cut. dried flowers - The blacks seed pods are used in arrangements. wildflowers naturalistic garden,How to plant: Propagate by seed  division or separation - Divide carefully in spring  choosing roots with numerous new shoots. Can be slow to reestablish.To grow plants from seed  collect seeds when the pods are dry and rattle when shaken. Ripe seed is brown to black in color. Sow in a cold frame and plant out in the spring. Germination can be erratic. Scarify seed to improve germination. Maintenance and care: Cut plants back by 1/3 after blooming to prevent legginess and sprawling growth. Regrowth will keep plants attractive the rest of the season  but you lose the ornamental seed pods.In more formal gardens  plants may require staking. You can remove faded foliage in the fall after frost has killed it back  or you can leave plants intact to overwinter. They usually fall over by midwinter. More growing information: How to Grow Perennials Diseases: Fungal leaf spotPowdery mildewRust
Indigo - White Wild,Sunlight: full sun part shade Prefers full sun. Soil conditions: tolerates acid soil tolerates droughty soil requires well-drained soil tolerates low fertility Prefers sandy  slightly acidic soil. Hardiness zones: 4 to 9 May only be marginally hardy in parts of Zone 4. Special locations: rock gardens xeriscapes,Lifecycle: perennial Ease-of-care: easy Height: 2 to 4 feet Spread: 2 to 3 feet Bloom time: late spring early summer Flower color: white Foliage color: medium green dark green Foliage texture: medium Trifoliate leaflets resemble clover. Shape: cushion  mound or clump upright Shape in flower: flower stalks with upright spikes Blooms borne along erect flower spikes.,Special characteristics: deer resistant non-aggressive non-invasive native to North America - Southeastern U.S. bears ornamental fruit - Dry seed pods for use in arrangements. Special uses: cut flowers - Cut when in full bloom as buds do not often open once cut dried flowers - Dried seed pods are attractive in arrangments wildflowers naturalistic garden,How to plant: Propagate by seed  division or separation - Divide carefully in spring  choosing roots with numerous new shoots. Can be slow to reestablish.To grow plants from seed  collect seeds when the pods are dry and rattle when shaken. Ripe seed is brown to black in color. Sow in a cold frame and plant out in the spring. Germination can be erratic. Scarify seed to improve germination. Maintenance and care: Cut plants back by 1/3 after blooming to prevent legginess and sprawling growth. Regrowth will keep plants attractive the rest of the season  but you lose the ornamental seed pods.In more formal gardens  plants may require staking. You can remove faded foliage in the fall after frost has killed it back  or you can leave plants intact to overwinter. They usually fall over by midwinter. More growing information: How to Grow Perennials Diseases: Fungal leaf spotPowdery mildewRust
Iris - Dwarf Bearded,Sunlight: full sun Soil conditions: requires well-drained soil Prefers rich  well-drained soil. Prefers hot  dry conditions during dormancy. Hardiness zones: 5 to 8 Special locations: outdoor containers rock gardens indoors as a houseplant - Use wide  shallow pots with drainage holes and a soil mix with excellent drainage. Place 2” of mix in the pot. Gently place the bulbs on top and cover to their tops with soil. Lightly water.,Lifecycle: perennial Ease-of-care: easy Height: 0.25 to 0.5 feet Spread: 0.25 to 0.5 feet Bloom time: early spring winter Blooms in late winter and early spring. Flower color: yellow Foliage color: medium green Foliage texture: medium Shape: upright Shape in flower: flower stalks with upright spikes Bears a single bloom on an erect stem.,Special characteristics: non-aggressive non-invasive not native to North America - Native to Turkey fragrant - Blooms are sweetly fragrant. Special uses:,How to plant: Propagate by division or separation - Divide the bulbs in midsummer to fall. Plant at a depth twice the diameter of the bulb. Maintenance and care: Make sure soil is well-drained during summer dormancy. More growing information: How to Grow Bulbs Pests: Iris borerVerbena bud mothWhitefliesIris weevilThripsSlugs and snailsAphids Diseases: NematodesBacterial leaf blightBacterial soft rotCrown rotRhizome rotLeaf spotInk spot fungus Fusarium basal rot
Iris - Dwarf Crested,Sunlight: full sun part shade Benefits from at least a few hours of direct sun daily. If grown in full sun keep soil constantly moist. Soil conditions: requires well-drained soil tolerates low fertility Ideally  amend soil with sand or leaf mold. High fertility often results in excessive vegetative growth causing clumps to lose density. Hardiness zones: 4 to 8,Lifecycle: perennial Ease-of-care: easy Height: 0.5 to 0.75 feet Spread: 0.75 to 1 feet Bloom time: mid-spring late spring Flower color: yellow blue violet white Flowers range from pale- to deep-purple with yellow crests and purple-spotted  white centers. Some varieties have white or bluish flowers. Foliage color: medium green Foliage texture: medium Shape: cushion  mound or clump upright fan-shaped Shape in flower: flower stalks with upright spikes Flowers are nearly stemless,Special characteristics: non-aggressive non-invasive native to North America - Northeastern U.S.,How to plant: Propagate by division or separation - Divide in the early fall when the foliage has yellowed. Maintenance and care: Divide every 3 to 4 years after flowering. More growing information: How to Grow Perennials Pests: Slugs and snails
Iris - Dwarf Dutch,Sunlight: full sun Soil conditions: requires well-drained soil Prefers rich  well-drained soil. Hardiness zones: 5 to 8 Special locations: outdoor containers rock gardens indoors as a houseplant - Use wide  shallow pots with drainage holes and a soil mix with excellent drainage. Place 2” of mix in the pot. Gently place the bulbs on top and cover to their tops with soil. Lightly water.,Lifecycle: perennial Ease-of-care: easy Height: 0.25 to 0.5 feet Spread: 0.25 to 0.5 feet Bloom time: early spring winter Blooms in late winter and early spring. Flower color: blue indigo violet white Foliage color: medium green Foliage texture: medium Shape: upright fan-shaped grass-like Shape in flower: flower stalks with upright spikes Bears a single flower on an erect stem.,Special characteristics: non-aggressive non-invasive not native to North America - Native to Iran  Iraq  Turkey  Caucasus region fragrant - Blooms are sweetly fragrant. Special uses:,"How to plant: Propagate by division or separation - Divide the bulbs in midsummer to fall  replanting at a depth of twice the diameter of the bulb. The bulbs often split after blooming once  and it may take up to several years for the ""new"" bulbs to reach flowering maturity. Maintenance and care: After spring flowering  fertilize the plants with high phosphorus fertilizer. Dig the bulbs in midsummer to fall  seperating and replanting seperately any that have split. More growing information: How to Grow Bulbs Pests: Iris borerVerbena bud mothWhitefliesIris weevilThripsSlugs and snailsAphids Diseases: NematodesBacterial leaf blightBacterial soft rotCrown rotRhizome rotLeaf spotInk spot fungus"
Iris - Japanese,Sunlight: full sun part shade Soil conditions: requires acid soil requires damp soil Hardiness zones: 5 to 9,Lifecycle: perennial Ease-of-care: moderately difficult Height: 2 to 3 feet Spread: 1 to 1.5 feet Bloom time: early summer mid-summer Flower color: blue violet white Foliage color: medium green Foliage texture: medium Shape: upright fan-shaped Shape in flower: flower stalks with upright spikes Each flower stem bears 3 to 4 blooms.,Special characteristics: deer resistant non-aggressive non-invasive not native to North America - Native to Japan. Special uses: cut flowers bog garden,How to plant: Propagate by division or separation - Divide every 3 to 4 years. Maintenance and care: Maintain acid soil pH. Divide every 3 to 4 years in fall. More growing information: How to Grow Perennials
Iris - Siberian,Sunlight: full sun part shade Soil conditions: requires well-drained soil Prefers well-drained  fertile soil. Hardiness zones: 4 to 9,Lifecycle: perennial Ease-of-care: easy Height: 2 to 3 feet Spread: 1 to 1.5 feet Bloom time: mid-spring late spring early summer Flower color: red orange yellow blue violet white pink Blooms may be single colors or multicolored  with various markings and mixtures of color. Foliage color: medium green Foliage texture: medium Shape: upright fan-shaped Shape in flower: flower stalks with upright spikes,Special characteristics: deer resistant non-aggressive non-invasive not native to North America - Product of horticultural selection. Parents native to Eastern Europe  Russia  Turkey. Special uses: cut flowers,How to plant: Propagate by division or separation - Divide in midsummer to fall. Replant only rhizomes that appear strong and healthy  discard others. Maintenance and care: Plant the rhizomes with their tops beneath the soil surface. Fertilize with low-nitrogen fertilizer when planting  and refertilize with low nitrogen fertilizer in the spring. Divide when the clumps become overcrowded. May require staking. More growing information: How to Grow Perennials Pests: Iris borerVerbena bud mothWhitefliesIris weevilThripsSlugs and snailsAphidsNematodes Diseases: Bacterial leaf blightBacterial soft rotCrown rotRhizome rotLeaf spot
Iris - Yellow Flag,Sunlight: full sun Soil conditions: requires damp soil Tolerates poor drainage Performs best when roots are submerged in water or at least receive constant moisture. Hardiness zones: 5 to 9,Lifecycle: perennial Ease-of-care: easy Height: 3 to 5 feet Spread: 2 to 2.5 feet Bloom time: late spring early summer Flower color: yellow Blooms are vivid yellow with gold veining. Foliage color: dark green Foliage texture: medium Shape: cushion  mound or clump upright fan-shaped Shape in flower: flower stalks with upright spikes Flowers borne along erect stems rising above the foliage.,Special characteristics: aggressive - Self-seeds prolifically if not deadheaded. non-invasive not native to North America - Native to Europe and North Africa.,How to plant: Propagate by seed  division or separation - Divide in the spring or fall. Often self-sows. Maintenance and care: Deadhead after flowering to prevent self sowing. Divide in the spring or fall as needed. More growing information: How to Grow Perennials Pests: Iris borer in dry sites
Italian Bugloss,Sunlight: full sun May tolerate part shade. Soil conditions: requires well-drained soil Prefers rich  well-drained soil. Doesn't tolerate excessive moisture in winter. Hardiness zones: 3 to 8,Lifecycle: biennial  perennial Biennial or short-lived perennial. Cut back to crown immediately after flowering to increase longevity. Ease-of-care: moderately difficult Short-lived without regular pruning and division. Height: 3 to 5 feet Spread: 1.5 to 2 feet Bloom time: early summer mid-summer late summer Flower color: blue violet Blue to purplish-blue. Foliage color: dark green Foliage texture: coarse Shape: upright Shape in flower: flower stalks with upright spikes Flowers are borne in panicles on erect stems.,Special characteristics: aggressive - Self-seeds readily and may become weedy  especially in rich soils. non-invasive not native to North America - Native to the Mediterranean,How to plant: Propagate by seed  cuttings  division or separation - Root cuttings are most successful propagation method. In early spring  make 2- to 3-inch long cuttings (at least .5-inch in diameter). Plant horizontally in well-drained soil.Sow seeds directly in the garden bed in either spring or fall. Hybrids will not come true from seed. Maintenance and care: Keep watered in dry weather  but do not overwater as plants will rot in wet soil.May require staking  especially in rich soils. Cut back spent flower stems to encourage more bloom.Self-seeds readily. Deadhead to prevent self-seeding.To increase the longevity of this short-lived perennial  cut back to the crown after flowering  and divide plants every two or three years. More growing information: How to Grow Perennials Diseases: Aster yellows
Jack in the Pulpit,Sunlight: full sun part shade Soil conditions: requires damp soil Prefers rich soil that is moist but well-drained. Hardiness zones: 4 to 9,"Lifecycle: perennial Ease-of-care: moderately difficult Height: 1 to 1.5 feet Spread: 1 to 1.5 feet Bloom time: mid-spring late spring Flower color: green violet The flowers have two distinct parts: a spathe  and a spadix. The spathe is petal-like and forms an upright ""hood."" The spadix is an erect  fleshy spike that is partially enclosed by the spadix. Foliage color: medium green Foliage texture: medium Leaves have three lobes. Shape: upright Shape in flower: flower stalks with upright spikes",Special characteristics: non-aggressive non-invasive native to North America - Native to eastern North America. bears ornamental fruit - Blooms are followed by clusters of red berries in fall.,How to plant: Propagate by seed  division or separation - Sow seeds in the spring or fall. Divide in the spring. Maintenance and care: Divide the plants in the spring. More growing information: How to Grow Perennials More growing information: How to Grow Bulbs
Jacob’s Ladder,Sunlight: full sun part shade Prefers part shade. Tolerates full sun in cooler areas. Soil conditions: requires well-drained soil Prefers cool  moist growing conditions. Hardiness zones: 3 to 9,Lifecycle: perennial Ease-of-care: easy Height: 1 to 3 feet Spread: 1.5 to 2 feet Bloom time: late spring early summer mid-summer Flower color: blue Flowers are cup-shaped and pendulous on upright spikes. Foliage color: medium green Compund leaves are pinnate  resembling ladders (hence the common name). Foliage texture: fine Shape: upright Shape in flower: flower stalks with upright spikes,Special characteristics: non-aggressive - May reseed some. non-invasive not native to North America - Native to Europe  Asia.,How to plant: Propagate by seed  division or separation - Sow seeds in spring or divide plants in late summer. Maintenance and care: May require staking. Deadhead faded flower stalks to keep plants looking tidy (they tend to fade out late in the season) and to prevent reseeding. Some reseeding may be desirable as plants tend to be short-lived in warm areas.Cutting back plants to basal foliage after flowering may produce some later reblooming.Plants seldom need division. Divide in late summer as needed to propagate. More growing information: How to Grow Perennials
Jacob’s Rod,Sunlight: full sun part shade Prefers full sun. Soil conditions: requires well-drained soil Hardiness zones: 6 to 8,Lifecycle: perennial Only hardy to Zone 6. Ease-of-care: easy Will require extra protection to overwinter where marginally hardy. Height: 3 to 5 feet Spread: 1 to 1.5 feet Bloom time: late spring early summer Flower color: yellow Foliage color: gray-green blue-green Straplike leaves are blue- to gray-green. Foliage texture: medium Shape: cushion  mound or clump grass-like Shape in flower: flower stalks with upright spikes Flowers borne along tall  erect stems.,Special characteristics: non-aggressive non-invasive not native to North America - Native to the Mediterranean Special uses: cut flowers edible landscaping - The ancient Greeks commonly ate the boiled and mashed nutty tasting roots of this plant.,How to plant: Propagate by seed  division or separation - Sow seeds in containers in cold frame in spring.Divide in the fall. Make sure each division has 2 or 3 growing points. Maintenance and care: Mulch in fall to provide winter protection where marginally hardy. More growing information: How to Grow Perennials
Kale - Ornamental,Sunlight: full sun Provide some shade in areas where afternoons are warm. Soil conditions: requires well-drained soil Prefers cool soil. Performs best after temperatures drop below 50°F.,Lifecycle: annual Ease-of-care: easy Height: 0.75 to 1.5 feet Spread: 1 to 1.5 feet Flower color: inconspicuous Foliage color: variegated Leaves vary in color  depending on the variety. Colors include: pink  white  cream  green hues  purple  and red. The leaves are deeply lobed and feathery  and have ruffled and frilled edges. Shape: cushion  mound or clump The plants form dense rosette mounds. Shape in flower: same as above inconspicuous flower,Tolerates: frost - Often remains colorful and showy into early winter. Special characteristics: non-aggressive non-invasive not native to North America - Europe Special uses: edible landscaping,How to plant: Propagate by seed - Start the seeds indoors or outdoors in midsummer for fall use. Do not cover  as light aids germination. Germination temperature: 65 F to 70 F Days to emergence: 10 to 14 Maintenance and care: Fertilize 3 weeks after transplanting to the garden or larger pots. More growing information: How to Grow Annuals
Kiss me over the garden gate,Sunlight: full sun part shade Soil conditions: tolerates low fertility Prefers moist but not too fertile soil.,Lifecycle: annual Ease-of-care: easy Height: 4 to 7 feet Spread: 2 to 4 feet Bloom time: early summer mid-summer late summer early fall Flower color: red white pink Flowers vary from rose to white. Foliage color: medium green Foliage texture: medium Shape: upright Shape in flower: same as above,Special characteristics: aggressive - Readily self-sows. non-invasive - May naturalize in some areas. Considered invasive in parts of the Southeast. not native to North America - Native to China. Special uses: direct-seeding,How to plant: Propagate by seed - Seed requires cold treatment to germinate. Store seed in an unheated building overwinter or refirgerate before sowing.Readily self sows. Small seedlings transplant easily. Can start seeds in cold frame and transplant after danger of frost has passed  but transplanting larger seedlings can be difficult. Maintenance and care: Do not fertilize. Prefers soils with modest fertility. More growing information: How to Grow Annuals
Lady's Mantle,Sunlight: full sun part shade Soil conditions: requires well-drained soil Prefers alkaline soils. Apply lime if soil is too acid. Hardiness zones: 3 to 7 Does not thrive in hot climates. Special locations: rock gardens,Lifecycle: perennial Ease-of-care: easy Height: 1 to 2 feet Spread: 1.5 to 2.5 feet Bloom time: early summer mid-summer Early June through July. Flower color: yellow green Small flowers are yellow-green and in highly branched clusters. Foliage color: gray-green Leaves are soft grayish-green. Foliage texture: coarse Gleaming drops of moisture gather in stem joints in Alchemilla vulgaris. Shape: cushion  mound or clump Forms a low fibrous clump. Shape in flower: same as above Erect flowerstems borne above mound of foliage.,Tolerates: frost Special characteristics: deer resistant non-aggressive - Self seeds  but not hard to control. non-invasive not native to North America - Native to Europe. Special uses: cut flowers dried flowers - Fine inflorescence texture makes an excellent dried flower.,How to plant: Propagate by seed  division or separation - Divide plants in spring or late summer by root division. Plant self-sows. If starting plants from seed  then sow seeds in moist  rich  alkaline soil. Maintenance and care: Deadhead flowers to prevent self seeding.Cutting back and watering in summer can produce new fall growth.Lime should be added if soil tends to be acid. More growing information: How to Grow Perennials
Lady’s Slipper - Pink,Sunlight: part shade full shade Soil conditions: requires acid soil requires well-drained soil tolerates damp soil Requires acidic  moist  rich soil similar to native habitat in northern North American woodlands. Hardiness zones: 3 to 8,Lifecycle: perennial Ease-of-care: difficult Height: 1 to 1.5 feet Spread: 0.75 to 1 feet Bloom time: mid-spring Flower color: white pink The “pouch” is a deep rosy pink and the other petals are usually pale maroon  rarely pinkish-white. Foliage color: light green Foliage texture: coarse Usually has only one pair of elongated  strap-like leaves  which can be nearly 1 foot long and 3 inches wide. Shape: herbaceous: other Very simple plants  with one pair of leaves  and only one flower borne on a semi-pendulous stem. Shape in flower: flower stalks with upright spikes Single flower is borne on a semi-erect stem.,Special characteristics: non-aggressive non-invasive native to North America - Woodlands in eastern U.S. and Canada.,How to plant: Propagate by division or separation - Divide carefully in the spring. Maintenance and care: Provide conditions as close to the high-acid  moist  rich soils present in native woodland habitat. Keep soil from drying out. Mulch with pine needles. More growing information: How to Grow Perennials
Lantana,Sunlight: full sun Performs best in warm weather  but doesn't tolerate dry heat. Soil conditions: requires well-drained soil tolerates low fertility Prefers soil with poor fertility. Special locations: outdoor containers indoors as a houseplant - Indoors  grow Lantana in a cool location  and water only when the soil has dried out.,Lifecycle: annual Ease-of-care: moderately difficult Height: 2 to 6 feet Spread: 2 to 6 feet Bloom time: mid-summer late summer Flower color: red orange yellow violet white pink The small flowers are borne in dense  rounded clusters. Clusters generally begin with a single color of flowers  which change to different colors as they age. At any time  a cluster may have several different colors of flowers in it. Foliage color: medium green Foliage texture: medium Shape: upright Pruning keeps plant more compact. Shape in flower: same as above,Tolerates: frost - Tolerates only light frost. Hardy in Zones 9 and warmer. Special characteristics: deer resistant non-aggressive non-invasive not native to North America - The Caribbean fragrant - The flowers have a very unpleasant smell. bears ornamental fruit - Berries Special uses:,How to plant: Propagate by seed  cuttings - Sow seeds indoors 3 to 4 months before the last spring frost. Soak the seeds in warm water for 24 hours before planting. Take softwood cuttings in spring or summer. Cuttings are recommended if specific plant appearances (such as flower color) are desired  since cultivars do not come true from seed. Germination temperature: 70 F to 75 F Days to emergence: 42 to 56 Maintenance and care: Cut back often to keep shaped and bushy. Water when dry  and feed potted plants monthly in the summer months. More growing information: How to Grow Annuals Pests: Aphids
Lavender,Sunlight: full sun Does not grow well in even partial shade. Soil conditions: tolerates droughty soil requires well-drained soil Requires well-drained  light soil and grows best in an alkaline soil with a pH of 6.4 to 8.2. Once established  the plants are drought-tolerant. Foliage yellows in poorly dained soil. Hardiness zones: 5 to 9 Special locations: rock gardens - Dwarf and semi-dwarf varieties are especially well-suited.,Lifecycle: perennial Ease-of-care: easy Height: 1 to 3 feet Spread: 2 to 4 feet Bloom time: early summer mid-summer late summer Flower color: violet pink Foliage color: gray-green Foliage texture: fine Shape: upright loose and formless Shape in flower: flower stalks with upright spikes Flowers borne above the foliage in leafless terminal spikes.,Special characteristics: deer resistant non-aggressive non-invasive not native to North America - Native to the Mediterranean region. evergreen - Semi-evergreen  with foliage lasting well into winter. fragrant - All parts are strongly aromatic with a pleasant  penetrating balsamic scent. Attracts: beneficial insects - Bees. butterflies Special uses: cut flowers dried flowers - Flowers retain their color when dried. Hang bunches in a well-ventilated area to dry.,"How to plant: Propagate by seed  cuttings  layering  division or separation - Lavender is most easily propagated by cuttings or division. Named varieties of lavender should be propagated by cuttings or layering and not by seed which will most likely not come true. May self-seed if not deadheaded.Cuttings of strong growth taken with a heel in July or August can be grown in a greenhouse or cold frame the first winter and planting out the next spring after frost danger.Seeds germinate slowly. Barely cover seeds with soil in a greenhouse. They will germinate in 1 to 3 months. When large enough to handle  put seedlings in individual pots and grow in a greenhouse or cold frame for their first winter  planting them out late the next spring after the last expected frost.Layering is possible at any time of the year by scraping the bark near the base of a long stem  applying a rooting hormone and bending the stem down and pegging with a ""V"" cut from a coat hanger. Maintenance and care: Deadheading after first bloom may encourage plants to rebloom. This is also a good time to shape plants. But avoid pruning after late summer until new growth begins the following spring. Cut back heavily (to about 6 inches) every 2 or 3 years to keep plants from getting straggly.Compared with other shrubs  lavender is not a long-lived plant  so it is best to replace old plants about every ten years.For low hedges there are many dwarf and semi-dwarf cultivars to choose from that respond well to trimming. More growing information: How to Grow Perennials Pests: Four-lined plant bugNematodes Diseases: Root rot.Lavender grown in the shade is susceptible to wilts."
